The calculated speed of the ISS on step 1 is 7.650944151699878, average speed is 7.6509
The calculated speed of the ISS on step 66 is 7.649974956135926, average speed is 7.6505
The calculated speed of the ISS on step 67 is 7.649964342478189, average speed is 7.6504
The calculated speed of the ISS on step 68 is 7.6499513258130944, average speed is 7.6504
The calculated speed of the ISS on step 69 is 7.649935611685025, average speed is 7.6504
The calculated speed of the ISS on step 70 is 7.64991992955714, average speed is 7.6504
The calculated speed of the ISS on step 71 is 7.64990939962889, average speed is 7.6504
The calculated speed of the ISS on step 72 is 7.649896466860297, average speed is 7.6504
The calculated speed of the ISS on step 73 is 7.649880865691558, average speed is 7.6504
The calculated speed of the ISS on step 74 is 7.64986529724017, average speed is 7.6504
The calculated speed of the ISS on step 75 is 7.649849761816184, average speed is 7.6504
The calculated speed of the ISS on step 76 is 7.649839342162841, average speed is 7.6504
The calculated speed of the ISS on step 77 is 7.649826520838039, average speed is 7.6504
The calculated speed of the ISS on step 78 is 7.649811068728056, average speed is 7.6504
The calculated speed of the ISS on step 79 is 7.649795650332994, average speed is 7.6504
The calculated speed of the ISS on step 80 is 7.649780266075333, average speed is 7.6504
The calculated speed of the ISS on step 81 is 7.649764915844695, average speed is 7.6503
The calculated speed of the ISS on step 82 is 7.6497546361106945, average speed is 7.6503
The calculated speed of the ISS on step 83 is 7.649741955279722, average speed is 7.6503
The calculated speed of the ISS on step 84 is 7.649726691520788, average speed is 7.6503
The calculated speed of the ISS on step 85 is 7.649711463005735, average speed is 7.6503
The calculated speed of the ISS on step 86 is 7.649701274809321, average speed is 7.6503
The calculated speed of the ISS on step 87 is 7.6496886861479485, average speed is 7.6503
The calculated speed of the ISS on step 88 is 7.649673545914923, average speed is 7.6503
The calculated speed of the ISS on step 89 is 7.649658441520796, average speed is 7.6503
The calculated speed of the ISS on step 90 is 7.64964337318361, average speed is 7.6503
The calculated speed of the ISS on step 91 is 7.649633305650356, average speed is 7.6503
The calculated speed of the ISS on step 92 is 7.649620838710895, average speed is 7.6503
The calculated speed of the ISS on step 93 is 7.6496058613356155, average speed is 7.6503
The calculated speed of the ISS on step 94 is 7.649590920605154, average speed is 7.6503
The calculated speed of the ISS on step 95 is 7.649576017178052, average speed is 7.6502
The calculated speed of the ISS on step 96 is 7.649566073996242, average speed is 7.6502
The calculated speed of the ISS on step 97 is 7.64955373179284, average speed is 7.6502
The calculated speed of the ISS on step 98 is 7.649538921822037, average speed is 7.6502
The calculated speed of the ISS on step 99 is 7.649524149585261, average speed is 7.6502
The calculated speed of the ISS on step 100 is 7.649509415584272, average speed is 7.6502
The calculated speed of the ISS on step 101 is 7.649499599698987, average speed is 7.6502
The calculated speed of the ISS on step 102 is 7.649487386123568, average speed is 7.6502
The calculated speed of the ISS on step 103 is 7.649472748030125, average speed is 7.6502
The calculated speed of the ISS on step 104 is 7.649458148853632, average speed is 7.6502
The calculated speed of the ISS on step 105 is 7.649448434842329, average speed is 7.6502
The calculated speed of the ISS on step 106 is 7.649436323244557, average speed is 7.6502
The calculated speed of the ISS on step 107 is 7.649421821951724, average speed is 7.6502
The calculated speed of the ISS on step 108 is 7.649407360426068, average speed is 7.6502
The calculated speed of the ISS on step 109 is 7.649397750141383, average speed is 7.6501
The calculated speed of the ISS on step 110 is 7.64938574295793, average speed is 7.6501
The calculated speed of the ISS on step 111 is 7.649371381318731, average speed is 7.6501
The calculated speed of the ISS on step 112 is 7.6493570600004155, average speed is 7.6501
The calculated speed of the ISS on step 113 is 7.649342779511332, average speed is 7.6501
The calculated speed of the ISS on step 114 is 7.649333305522887, average speed is 7.6501
The calculated speed of the ISS on step 115 is 7.649321435264904, average speed is 7.6501
The calculated speed of the ISS on step 116 is 7.649307257342149, average speed is 7.6501
The calculated speed of the ISS on step 117 is 7.649293120607545, average speed is 7.6501
The calculated speed of the ISS on step 118 is 7.649283755103284, average speed is 7.6501
The calculated speed of the ISS on step 119 is 7.649271993677494, average speed is 7.6501
The calculated speed of the ISS on step 120 is 7.64925796153429, average speed is 7.6501
The calculated speed of the ISS on step 121 is 7.649243971591557, average speed is 7.6501
The calculated speed of the ISS on step 122 is 7.649234716450517, average speed is 7.6501
The calculated speed of the ISS on step 123 is 7.649223066122546, average speed is 7.6501
The calculated speed of the ISS on step 124 is 7.649209182578219, average speed is 7.6500
The calculated speed of the ISS on step 125 is 7.649195341944698, average speed is 7.6500
The calculated speed of the ISS on step 126 is 7.64918154436648, average speed is 7.6500
The calculated speed of the ISS on step 127 is 7.649172434404803, average speed is 7.6500
The calculated speed of the ISS on step 128 is 7.649160929793922, average speed is 7.6500
The calculated speed of the ISS on step 129 is 7.649147241186807, average speed is 7.6500
The calculated speed of the ISS on step 130 is 7.649133596689514, average speed is 7.6500
The calculated speed of the ISS on step 131 is 7.649124601593516, average speed is 7.6500
The calculated speed of the ISS on step 132 is 7.6491132126929235, average speed is 7.6500
The calculated speed of the ISS on step 133 is 7.649099678979637, average speed is 7.6500
The calculated speed of the ISS on step 134 is 7.64908618999828, average speed is 7.6500
The calculated speed of the ISS on step 135 is 7.649072745940788, average speed is 7.6500
The calculated speed of the ISS on step 136 is 7.649063901875752, average speed is 7.6500
The calculated speed of the ISS on step 137 is 7.649052664567547, average speed is 7.6500
The calculated speed of the ISS on step 138 is 7.649039333911023, average speed is 7.6499
The calculated speed of the ISS on step 139 is 7.649026049048557, average speed is 7.6499
The calculated speed of the ISS on step 140 is 7.649017324356384, average speed is 7.6499
The calculated speed of the ISS on step 141 is 7.649006207685609, average speed is 7.6499
The calculated speed of the ISS on step 142 is 7.648993037762602, average speed is 7.6499
The calculated speed of the ISS on step 143 is 7.6489799145703925, average speed is 7.6499
The calculated speed of the ISS on step 144 is 7.648966838049255, average speed is 7.6499
The calculated speed of the ISS on step 145 is 7.648958270672248, average speed is 7.6499
The calculated speed of the ISS on step 146 is 7.648947311360014, average speed is 7.6499
The calculated speed of the ISS on step 147 is 7.648934352342746, average speed is 7.6499
The calculated speed of the ISS on step 148 is 7.648921441072751, average speed is 7.6499
The calculated speed of the ISS on step 149 is 7.648912997951948, average speed is 7.6499
The calculated speed of the ISS on step 150 is 7.648902163439025, average speed is 7.6499
The calculated speed of the ISS on step 151 is 7.64888937174079, average speed is 7.6499
The calculated speed of the ISS on step 152 is 7.648876628194641, average speed is 7.6499
The calculated speed of the ISS on step 153 is 7.64886831130658, average speed is 7.6499
The calculated speed of the ISS on step 154 is 7.648857603705222, average speed is 7.6498
The calculated speed of the ISS on step 155 is 7.648844981792483, average speed is 7.6498
The calculated speed of the ISS on step 156 is 7.64883240869614, average speed is 7.6498
The calculated speed of the ISS on step 157 is 7.648819884939397, average speed is 7.6498
The calculated speed of the ISS on step 158 is 7.648811733374812, average speed is 7.6498
The calculated speed of the ISS on step 159 is 7.648801191836234, average speed is 7.6498
The calculated speed of the ISS on step 160 is 7.6487887919767665, average speed is 7.6498
The calculated speed of the ISS on step 161 is 7.648776441888844, average speed is 7.6498
The calculated speed of the ISS on step 162 is 7.648768421397801, average speed is 7.6498
The calculated speed of the ISS on step 163 is 7.648758011314607, average speed is 7.6498
The calculated speed of the ISS on step 164 is 7.648745790288205, average speed is 7.6498
The calculated speed of the ISS on step 165 is 7.648733613299553, average speed is 7.6498
The calculated speed of the ISS on step 166 is 7.6487214908967776, average speed is 7.6498
The calculated speed of the ISS on step 167 is 7.648713641415265, average speed is 7.6498
The calculated speed of the ISS on step 168 is 7.648703403013329, average speed is 7.6498
The calculated speed of the ISS on step 169 is 7.648691408835096, average speed is 7.6497
The calculated speed of the ISS on step 170 is 7.648679466101743, average speed is 7.6497
The calculated speed of the ISS on step 171 is 7.648671752016471, average speed is 7.6497
The calculated speed of the ISS on step 172 is 7.648661649336533, average speed is 7.6497
The calculated speed of the ISS on step 173 is 7.648649836930076, average speed is 7.6497
The calculated speed of the ISS on step 174 is 7.6486380766629685, average speed is 7.6497
The calculated speed of the ISS on step 175 is 7.64862636906678, average speed is 7.6497
The calculated speed of the ISS on step 176 is 7.648618831846336, average speed is 7.6497
The calculated speed of the ISS on step 177 is 7.648608906839481, average speed is 7.6497
The calculated speed of the ISS on step 178 is 7.648597331606454, average speed is 7.6497
The calculated speed of the ISS on step 179 is 7.648585809811922, average speed is 7.6497
The calculated speed of the ISS on step 180 is 7.648578412164474, average speed is 7.6497
The calculated speed of the ISS on step 181 is 7.648568627706738, average speed is 7.6497
The calculated speed of the ISS on step 182 is 7.648557240000988, average speed is 7.6497
The calculated speed of the ISS on step 183 is 7.648545906550619, average speed is 7.6497
The calculated speed of the ISS on step 184 is 7.6485346273841746, average speed is 7.6497
The calculated speed of the ISS on step 185 is 7.648527412310413, average speed is 7.6497
The calculated speed of the ISS on step 186 is 7.64851781074519, average speed is 7.6496
The calculated speed of the ISS on step 187 is 7.648506668150559, average speed is 7.6496
The calculated speed of the ISS on step 188 is 7.648495580567361, average speed is 7.6496
The calculated speed of the ISS on step 189 is 7.648488509555556, average speed is 7.6496
The calculated speed of the ISS on step 190 is 7.648479052657964, average speed is 7.6496
The calculated speed of the ISS on step 191 is 7.648468103542781, average speed is 7.6496
The calculated speed of the ISS on step 192 is 7.6484572099821895, average speed is 7.6496
The calculated speed of the ISS on step 193 is 7.6484463723914295, average speed is 7.6496
The calculated speed of the ISS on step 194 is 7.648439489502255, average speed is 7.6496
The calculated speed of the ISS on step 195 is 7.648430221297886, average speed is 7.6496
The calculated speed of the ISS on step 196 is 7.6484195243316355, average speed is 7.6496
The calculated speed of the ISS on step 197 is 7.648408884227482, average speed is 7.6496
The calculated speed of the ISS on step 198 is 7.648398300776167, average speed is 7.6496
The calculated speed of the ISS on step 199 is 7.648391609155006, average speed is 7.6496
The calculated speed of the ISS on step 200 is 7.648382532540371, average speed is 7.6496
The calculated speed of the ISS on step 201 is 7.648372092215521, average speed is 7.6496
The calculated speed of the ISS on step 202 is 7.648361709324082, average speed is 7.6495
The calculated speed of the ISS on step 203 is 7.648351383996374, average speed is 7.6495
The calculated speed of the ISS on step 204 is 7.648344886565444, average speed is 7.6495
The calculated speed of the ISS on step 205 is 7.6483360051332605, average speed is 7.6495
The calculated speed of the ISS on step 206 is 7.648325825131, average speed is 7.6495
The calculated speed of the ISS on step 207 is 7.648315703506504, average speed is 7.6495
The calculated speed of the ISS on step 208 is 7.648305640742902, average speed is 7.6495
The calculated speed of the ISS on step 209 is 7.6482993403575295, average speed is 7.6495
The calculated speed of the ISS on step 210 is 7.648290656764289, average speed is 7.6495
The calculated speed of the ISS on step 211 is 7.648280741377583, average speed is 7.6495
The calculated speed of the ISS on step 212 is 7.648270885264812, average speed is 7.6495
The calculated speed of the ISS on step 213 is 7.648261088585159, average speed is 7.6495
The calculated speed of the ISS on step 214 is 7.648254988465121, average speed is 7.6495
The calculated speed of the ISS on step 215 is 7.648246505877679, average speed is 7.6495
The calculated speed of the ISS on step 216 is 7.648236858973408, average speed is 7.6495
The calculated speed of the ISS on step 217 is 7.648227272270711, average speed is 7.6495
The calculated speed of the ISS on step 218 is 7.648221329754561, average speed is 7.6495
The calculated speed of the ISS on step 219 is 7.648213005489925, average speed is 7.6494
The calculated speed of the ISS on step 220 is 7.648203570120797, average speed is 7.6494
The calculated speed of the ISS on step 221 is 7.648194195539182, average speed is 7.6494
The calculated speed of the ISS on step 222 is 7.648184882309216, average speed is 7.6494
The calculated speed of the ISS on step 223 is 7.648179145460288, average speed is 7.6494
The calculated speed of the ISS on step 224 is 7.648171026950872, average speed is 7.6494
The calculated speed of the ISS on step 225 is 7.648161867188226, average speed is 7.6494
The calculated speed of the ISS on step 226 is 7.648152768982481, average speed is 7.6494
The calculated speed of the ISS on step 227 is 7.648143732774067, average speed is 7.6494
The calculated speed of the ISS on step 228 is 7.648138204260757, average speed is 7.6494
The calculated speed of the ISS on step 229 is 7.648130295073653, average speed is 7.6494
The calculated speed of the ISS on step 230 is 7.648121414376466, average speed is 7.6494
The calculated speed of the ISS on step 231 is 7.648112596336231, average speed is 7.6494
The calculated speed of the ISS on step 232 is 7.6481038412822695, average speed is 7.6494
The calculated speed of the ISS on step 233 is 7.648098524039835, average speed is 7.6494
The calculated speed of the ISS on step 234 is 7.648090826500891, average speed is 7.6494
The calculated speed of the ISS on step 235 is 7.648082229177788, average speed is 7.6494
The calculated speed of the ISS on step 236 is 7.648073695021458, average speed is 7.6494
The calculated speed of the ISS on step 237 is 7.64806854418376, average speed is 7.6494
The calculated speed of the ISS on step 238 is 7.648061013342877, average speed is 7.6493
The calculated speed of the ISS on step 239 is 7.648052638585567, average speed is 7.6493
The calculated speed of the ISS on step 240 is 7.648044328204241, average speed is 7.6493
The calculated speed of the ISS on step 241 is 7.648036081791963, average speed is 7.6493
The calculated speed of the ISS on step 242 is 7.648031146914372, average speed is 7.6493
The calculated speed of the ISS on step 243 is 7.648023833173649, average speed is 7.6493
The calculated speed of the ISS on step 244 is 7.6480157482830595, average speed is 7.6493
The calculated speed of the ISS on step 245 is 7.648007728182436, average speed is 7.6493
The calculated speed of the ISS on step 246 is 7.647999773315254, average speed is 7.6493
The calculated speed of the ISS on step 247 is 7.647995057613173, average speed is 7.6493
The calculated speed of the ISS on step 248 is 7.647987963268595, average speed is 7.6493
The calculated speed of the ISS on step 249 is 7.6479801716577835, average speed is 7.6493
The calculated speed of the ISS on step 250 is 7.647972445934045, average speed is 7.6493
The calculated speed of the ISS on step 251 is 7.647967902453246, average speed is 7.6493
The calculated speed of the ISS on step 252 is 7.64796098090888, average speed is 7.6493
The calculated speed of the ISS on step 253 is 7.6479534199425965, average speed is 7.6493
The calculated speed of the ISS on step 254 is 7.647945925439003, average speed is 7.6493
The calculated speed of the ISS on step 255 is 7.64793849748432, average speed is 7.6493
The calculated speed of the ISS on step 256 is 7.64793417763867, average speed is 7.6492
The calculated speed of the ISS on step 257 is 7.647927480535512, average speed is 7.6492
The calculated speed of the ISS on step 258 is 7.64792021952477, average speed is 7.6492
The calculated speed of the ISS on step 259 is 7.6479130254256145, average speed is 7.6492
The calculated speed of the ISS on step 260 is 7.647908881806301, average speed is 7.6492
The calculated speed of the ISS on step 261 is 7.647902360743562, average speed is 7.6492
The calculated speed of the ISS on step 262 is 7.647895335287513, average speed is 7.6492
The calculated speed of the ISS on step 263 is 7.647888377470508, average speed is 7.6492
The calculated speed of the ISS on step 264 is 7.647884411273389, average speed is 7.6492
The calculated speed of the ISS on step 265 is 7.647878068166033, average speed is 7.6492
The calculated speed of the ISS on step 266 is 7.647871280314327, average speed is 7.6492
The calculated speed of the ISS on step 267 is 7.6478645607032885, average speed is 7.6492
The calculated speed of the ISS on step 268 is 7.64785791308018, average speed is 7.6492
The calculated speed of the ISS on step 269 is 7.647854174243699, average speed is 7.6492
The calculated speed of the ISS on step 270 is 7.647848061968091, average speed is 7.6492
The calculated speed of the ISS on step 271 is 7.647841582757587, average speed is 7.6492
The calculated speed of the ISS on step 272 is 7.647835172596681, average speed is 7.6492
The calculated speed of the ISS on step 273 is 7.647831617790095, average speed is 7.6492
The calculated speed of the ISS on step 274 is 7.647825686964552, average speed is 7.6492
The calculated speed of the ISS on step 275 is 7.647819450219639, average speed is 7.6492
The calculated speed of the ISS on step 276 is 7.64781328298052, average speed is 7.6491
The calculated speed of the ISS on step 277 is 7.647807185290737, average speed is 7.6491
The calculated speed of the ISS on step 278 is 7.647803865416221, average speed is 7.6491
The calculated speed of the ISS on step 279 is 7.647798170179109, average speed is 7.6491
The calculated speed of the ISS on step 280 is 7.647792247746948, average speed is 7.6491
The calculated speed of the ISS on step 281 is 7.647786395760544, average speed is 7.6491
The calculated speed of the ISS on step 282 is 7.647780614158038, average speed is 7.6491
The calculated speed of the ISS on step 283 is 7.64777753141055, average speed is 7.6491
The calculated speed of the ISS on step 284 is 7.647772074014007, average speed is 7.6491
The calculated speed of the ISS on step 285 is 7.6477664694603975, average speed is 7.6491
The calculated speed of the ISS on step 286 is 7.6477609357634595, average speed is 7.6491
The calculated speed of the ISS on step 287 is 7.647758039610604, average speed is 7.6491
The calculated speed of the ISS on step 288 is 7.647752768808213, average speed is 7.6491
The calculated speed of the ISS on step 289 is 7.647747413381347, average speed is 7.6491
The calculated speed of the ISS on step 290 is 7.647742129498992, average speed is 7.6491
The calculated speed of the ISS on step 291 is 7.647736917379524, average speed is 7.6491
The calculated speed of the ISS on step 292 is 7.64773426258941, average speed is 7.6491
The calculated speed of the ISS on step 293 is 7.647729234108543, average speed is 7.6491
The calculated speed of the ISS on step 294 is 7.647724202031449, average speed is 7.6491
The calculated speed of the ISS on step 295 is 7.647719242008076, average speed is 7.6491
The calculated speed of the ISS on step 296 is 7.647716776825003, average speed is 7.6491
The calculated speed of the ISS on step 297 is 7.647711938056491, average speed is 7.6491
The calculated speed of the ISS on step 298 is 7.647707159436458, average speed is 7.6490
The calculated speed of the ISS on step 299 is 7.647702453690299, average speed is 7.6490
The calculated speed of the ISS on step 300 is 7.647697820825484, average speed is 7.6490
The calculated speed of the ISS on step 301 is 7.647695601132997, average speed is 7.6490
The calculated speed of the ISS on step 302 is 7.64769100843919, average speed is 7.6490
The calculated speed of the ISS on step 303 is 7.647686558656331, average speed is 7.6490
The calculated speed of the ISS on step 304 is 7.647682182069397, average speed is 7.6490
The calculated speed of the ISS on step 305 is 7.6476801550979445, average speed is 7.6490
The calculated speed of the ISS on step 306 is 7.64767575531211, average speed is 7.6490
The calculated speed of the ISS on step 307 is 7.647671562996462, average speed is 7.6490
The calculated speed of the ISS on step 308 is 7.647667444635481, average speed is 7.6490
The calculated speed of the ISS on step 309 is 7.64766340026832, average speed is 7.6490
The calculated speed of the ISS on step 310 is 7.647661622828112, average speed is 7.6490
The calculated speed of the ISS on step 311 is 7.647657473216012, average speed is 7.6490
The calculated speed of the ISS on step 312 is 7.647653614401437, average speed is 7.6490
The calculated speed of the ISS on step 313 is 7.64764983056222, average speed is 7.6490
The calculated speed of the ISS on step 314 is 7.647648248700056, average speed is 7.6490
The calculated speed of the ISS on step 315 is 7.647644294705736, average speed is 7.6490
The calculated speed of the ISS on step 316 is 7.647640697646809, average speed is 7.6490
The calculated speed of the ISS on step 317 is 7.647637175774974, average speed is 7.6490
The calculated speed of the ISS on step 318 is 7.64763372909326, average speed is 7.6490
The calculated speed of the ISS on step 319 is 7.6476324003010046, average speed is 7.6490
The calculated speed of the ISS on step 320 is 7.647628699883559, average speed is 7.6490
The calculated speed of the ISS on step 321 is 7.647625441765031, average speed is 7.6489
The calculated speed of the ISS on step 322 is 7.647622259065758, average speed is 7.6489
The calculated speed of the ISS on step 323 is 7.647621128746615, average speed is 7.6489
The calculated speed of the ISS on step 324 is 7.647617627153104, average speed is 7.6489
The calculated speed of the ISS on step 325 is 7.647614634158612, average speed is 7.6489
The calculated speed of the ISS on step 326 is 7.647611717029676, average speed is 7.6489
The calculated speed of the ISS on step 327 is 7.647608876390434, average speed is 7.6489
The calculated speed of the ISS on step 328 is 7.647608002931079, average speed is 7.6489
The calculated speed of the ISS on step 329 is 7.6476047585401945, average speed is 7.6489
The calculated speed of the ISS on step 330 is 7.647602108757402, average speed is 7.6489
The calculated speed of the ISS on step 331 is 7.647599535810484, average speed is 7.6489
The calculated speed of the ISS on step 332 is 7.647598863090139, average speed is 7.6489
The calculated speed of the ISS on step 333 is 7.647595820278774, average speed is 7.6489
Successfully saved result to result.txt

Result is written to result.txt

Program was running for 0:09:58.260807
Terminated
